,host_response_rate,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,amenities,price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_since_years
2453,1.0,Queenstown,Central Region,1.27016,103.79832,Apartment,Private room,2,1.0,1.0,"[""First aid kit"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Hair dryer"", ""Exercise equipment"", ""Dedicated workspace"", ""TV"", ""Wifi"", ""Outdoor dining area"", ""Long term stays allowed"", ""Paid parking on premises"", ""Host greets you"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Mini fridge"", ""Hangers"", ""Pool table"", ""Fire extinguisher"", ""Smoke alarm"", ""Paid dryer \u2013 In building"", ""Safe"", ""City skyline view"", ""Washer""]",126.0,326,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,1
2454,0.5,Marine Parade,Central Region,1.30744,103.89537,Apartment,Private room,2,1.0,2.0,"[""Air conditioning"", ""Long term stays allowed"", ""Wifi"", ""Washer""]",55.0,365,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,10
2456,0.94,Outram,Central Region,1.28465,103.84732,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""TV"", ""Bathtub"", ""Wifi"", ""Clothing storage"", ""Long term stays allowed"", ""Iron"", ""Rice maker"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Smoke alarm"", ""Dining table"", ""Bed linens"", ""Hot water"", ""Safe""]",580.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
2458,0.95,Downtown Core,Central Region,1.2849,103.84892,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Smoking allowed"", ""TV"", ""Bathtub"", ""Wifi"", ""Clothing storage"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Smoke alarm"", ""Dining table"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""Safe""]",550.0,362,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6
2459,0.94,Singapore River,Central Region,1.29105,103.84186,Apartment,Entire home/apt,6,3.0,5.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""TV"", ""Toaster"", ""Bathtub"", ""Wifi"", ""Breakfast"", ""Clothing storage"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Dryer"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Smoke alarm"", ""Dining table"", ""Bed linens"", ""Hot water"", ""Safe"", ""Washer""]",575.0,339,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
2460,1.0,Clementi,West Region,1.30596,103.76697,Apartment,Private room,2,1.0,1.0,"[""Cooking basics"", ""Paid washer \u2013 In unit"", ""First aid kit"", ""EV charger"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Bidet"", ""Dedicated workspace"", ""TV"", ""Toaster"", ""Clothing storage"", ""Long term stays allowed"", ""High chair"", ""Iron"", ""Drying rack for clothing"", ""Portable fans"", ""Rice maker"", ""Microwave"", ""Elevator"", ""Paid parking on premises"", ""Children\u2019s books and toys"", ""Room-darkening shades"", ""Coffee"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Central air conditioning"", ""Fast wifi \u2013 171 Mbps"", ""Freezer"", ""Piano"", ""Essentials"", ""Beach essentials"", ""Hangers"", ""Hot water kettle"", ""Bikes"", ""Dishes and silverware"", ""Cleaning products"", ""Sound system"", ""Garden view"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Shampoo"", ""Shower gel"", ""Window guards"", ""Smoke alarm"", ""Dining table"", ""Bed linens"", ""Pets allowed"", ""Wine glasses"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Body soap"", ""Hot water"", ""Shared patio or balcony"", ""Safe"", ""City skyline view"", ""Laundromat nearby"", ""Record player""]",55.0,160,5,5.0,5.0,5.0,4.2,5.0,5.0,5.0,2
2461,1.0,Kallang,Central Region,1.317613,103.85199,Other,Private room,1,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Long term stays allowed""]",54.0,55,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7
2462,1.0,Rochor,Central Region,1.30427,103.85505,Hotel,Private room,3,1.0,2.0,"[""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Security cameras on property"", ""Smoke alarm"", ""First aid kit"", ""Elevator"", ""Essentials"", ""Hair dryer"", ""Kitchen"", ""Dryer"", ""Hangers"", ""TV"", ""Wifi"", ""Paid washer \u2013 In building"", ""Lock on bedroom door"", ""Long term stays allowed""]",161.0,361,68,4.41,4.47,4.26,4.49,4.6,4.66,4.32,3
2463,1.0,Tanglin,Central Region,1.29388,103.82811,Apartment,Private room,2,1.0,1.0,"[""Air conditioning"", ""Fire extinguisher"", ""Security cameras on property"", ""Smoke alarm"", ""First aid kit"", ""Shared pool"", ""Kitchen"", ""Dryer"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Wifi"", ""Gym"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer""]",156.0,116,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,3
2464,1.0,Tanglin,Central Region,1.29446,103.83079,Apartment,Private room,2,1.0,1.0,"[""Air conditioning"", ""Fire extinguisher"", ""Security cameras on property"", ""Smoke alarm"", ""First aid kit"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Pool"", ""Wifi"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer""]",126.0,314,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,3
2465,0.95,Queenstown,Central Region,1.27902,103.78622,Apartment,Entire home/apt,4,2.0,2.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""TV"", ""Bathtub"", ""Wifi"", ""Clothing storage"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Dryer"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""BBQ grill"", ""Washer""]",356.0,364,1,2.0,1.0,3.0,3.0,1.0,4.0,2.0,6
2467,0.94,Rochor,Central Region,1.30149,103.8508,Apartment,Entire home/apt,2,1.0,1.0,"[""Air conditioning"", ""Fire extinguisher"", ""Security cameras on property"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Kitchen"", ""Paid parking on premises"", ""TV"", ""Wifi"", ""Long term stays allowed""]",620.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
2468,0.95,Rochor,Central Region,1.30401,103.85234,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Smoking allowed"", ""TV"", ""Bathtub"", ""Wifi"", ""Clothing storage"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Dining table"", ""Bed linens"", ""Hot water"", ""Safe""]",380.0,364,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6
2469,0.6,Geylang,Central Region,1.31417,103.88107,House,Entire home/apt,5,1.0,2.0,"[""Cooking basics"", ""First aid kit"", ""Kitchen"", ""Exercise equipment"", ""Bidet"", ""Hot tub"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Samsung refrigerator"", ""Iron"", ""Microwave"", ""Clothing storage: wardrobe"", ""Elevator"", ""Dryer"", ""Private gym in building"", ""Electric stove"", ""Pool"", ""Paid parking garage off premises"", ""Air conditioning"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Smoke alarm"", ""Dining table"", ""Hot water"", ""Washer""]",188.0,151,11,4.55,4.55,4.36,4.55,4.91,4.45,4.73,1
2470,0.95,Museum,Central Region,1.29332,103.84366,House,Entire home/apt,4,2.0,2.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""TV"", ""Bathtub"", ""Wifi"", ""Clothing storage"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Dryer"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Smoke alarm"", ""Dining table"", ""Bed linens"", ""Hot water"", ""Washer""]",410.0,324,4,4.75,4.5,5.0,3.75,4.0,5.0,5.0,6
2472,1.0,Southern Islands,Central Region,1.256984,103.820267,Hotel,Private room,2,1.0,1.0,"[""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Elevator"", ""Essentials"", ""Hair dryer"", ""Private entrance"", ""Exercise equipment"", ""Hangers"", ""Hot water"", ""TV"", ""Free parking on premises"", ""Wifi"", ""Pool"", ""Gym"", ""Lock on bedroom door"", ""Long term stays allowed""]",522.0,90,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3
2478,0.92,River Valley,Central Region,1.29661,103.83956,Apartment,Entire home/apt,6,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Microwave"", ""Elevator"", ""Dryer"", ""Stove"", ""Air conditioning"", ""Building staff"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Self check-in"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",265.0,313,18,4.67,4.78,4.61,4.83,4.83,4.78,4.61,10
2479,0.92,River Valley,Central Region,1.29661,103.83863,Apartment,Private room,3,1.0,1.0,"[""Air conditioning"", ""Fire extinguisher"", ""Iron"", ""Smoke alarm"", ""Bed linens"", ""Building staff"", ""Elevator"", ""Essentials"", ""Hair dryer"", ""Mini fridge"", ""Dryer"", ""Hot water"", ""Hangers"", ""TV"", ""Luggage dropoff allowed"", ""Wifi"", ""Self check-in"", ""Stove"", ""Lock on bedroom door"", ""Long term stays allowed""]",156.0,336,4,3.75,3.5,4.0,3.5,4.0,4.25,3.5,10
2482,0.92,River Valley,Central Region,1.2947,103.84002,Apartment,Private room,2,1.0,1.0,"[""Air conditioning"", ""Fire extinguisher"", ""Iron"", ""Smoke alarm"", ""Bed linens"", ""Building staff"", ""Elevator"", ""Essentials"", ""Hair dryer"", ""Mini fridge"", ""Dryer"", ""Hot water"", ""Hangers"", ""TV"", ""Luggage dropoff allowed"", ""Wifi"", ""Self check-in"", ""Lock on bedroom door"", ""Long term stays allowed""]",173.0,342,8,4.63,4.63,4.63,4.63,4.5,4.88,4.5,10
2483,0.92,River Valley,Central Region,1.29644,103.83879,Apartment,Entire home/apt,3,1.0,1.0,"[""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Stove"", ""Air conditioning"", ""Building staff"", ""Essentials"", ""Mini fridge"", ""Hangers"", ""Hot water kettle"", ""Self check-in"", ""Fire extinguisher"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",200.0,333,12,4.25,4.17,4.5,4.67,4.33,4.67,4.17,7
2484,0.92,River Valley,Central Region,1.29538,103.83842,Apartment,Entire home/apt,4,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Stove"", ""Air conditioning"", ""Building staff"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Self check-in"", ""Fire extinguisher"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",246.0,335,16,4.44,4.5,4.44,4.81,4.44,4.56,4.5,7
2485,0.92,River Valley,Central Region,1.29494,103.84016,Apartment,Private room,2,1.0,1.0,"[""Air conditioning"", ""Fire extinguisher"", ""Smoke alarm"", ""Building staff"", ""Elevator"", ""Essentials"", ""Mini fridge"", ""Luggage dropoff allowed"", ""TV"", ""Hot water kettle"", ""Wifi"", ""Self check-in"", ""Lock on bedroom door"", ""Long term stays allowed""]",150.0,286,18,4.33,4.44,4.11,4.56,4.39,4.44,4.11,7
2487,1.0,Toa Payoh,Central Region,1.33021,103.86669,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Exercise equipment"", ""Dedicated workspace"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Private patio or balcony"", ""Microwave"", ""Pool"", ""Free washer \u2013 In unit"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Shared gym in building"", ""Shampoo"", ""Smoke alarm"", ""Body soap""]",200.0,362,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,4
2488,1.0,Southern Islands,Central Region,1.25644,103.82123,Hotel,Private room,4,1.0,3.0,"[""Air conditioning"", ""Fire extinguisher"", ""First aid kit"", ""Smoke alarm"", ""Lock on bedroom door"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""TV"", ""Pool"", ""Wifi"", ""Hot tub"", ""Outdoor dining area"", ""Outdoor shower"", ""Long term stays allowed""]",461.0,346,6,4.5,4.17,4.83,4.67,4.67,4.67,4.33,3
2490,0.95,Clementi,West Region,1.30773,103.76954,Apartment,Entire home/apt,7,4.0,4.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Dedicated workspace"", ""TV"", ""Bathtub"", ""Wifi"", ""Clothing storage"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Dryer"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Smoke alarm"", ""Dining table"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""Washer""]",460.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
2491,0.94,Clementi,West Region,1.30993,103.76127,Apartment,Entire home/apt,8,4.0,4.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Dedicated workspace"", ""TV"", ""Bathtub"", ""Wifi"", ""Clothing storage"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Dryer"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Smoke alarm"", ""Dining table"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""Washer""]",461.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
2492,1.0,Downtown Core,Central Region,1.285,103.84968,Apartment,Private room,2,1.0,1.0,"[""First aid kit"", ""Hair dryer"", ""Private entrance"", ""Dedicated workspace"", ""HDTV"", ""Crib - available upon request"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Elevator"", ""Paid parking on premises"", ""Room-darkening shades"", ""Exercise equipment: yoga mat"", ""Lock on bedroom door"", ""Window AC unit"", ""Conditioner"", ""Building staff"", ""Essentials"", ""Mini fridge"", ""Clothing storage: closet"", ""Hangers"", ""Hot water kettle"", ""Self check-in"", ""Fire extinguisher"", ""Shared gym in building"", ""Shampoo"", ""Shower gel"", ""Smoke alarm"", ""Bed linens"", ""Shared pool"", ""Pets allowed"", ""Hot water"", ""Safe"", ""Laundromat nearby""]",482.0,365,9,4.78,4.78,4.89,4.89,4.67,4.89,4.33,1
2493,0.95,Singapore River,Central Region,1.29337,103.84248,Apartment,Entire home/apt,4,2.0,2.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""TV"", ""Bathtub"", ""Wifi"", ""Clothing storage"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Dryer"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Smoke alarm"", ""Dining table"", ""Bed linens"", ""Hot water"", ""Washer""]",470.0,324,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
2494,0.92,River Valley,Central Region,1.29464,103.84009,Apartment,Entire home/apt,5,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Clothing storage"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Stove"", ""Air conditioning"", ""Building staff"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Self check-in"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",258.0,334,13,4.31,4.54,4.38,4.77,4.62,4.69,4.15,7
2495,1.0,Downtown Core,Central Region,1.27336,103.84587,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Smoking allowed"", ""Exercise equipment"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Private patio or balcony"", ""Iron"", ""Microwave"", ""Elevator"", ""Paid parking on premises"", ""Pool"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Free dryer"", ""Shared gym in building"", ""Dining table"", ""Carbon monoxide alarm"", ""Washer""]",238.0,362,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,4
2496,1.0,Downtown Core,Central Region,1.2753,103.8451,Apartment,Entire home/apt,2,1.0,1.0,"[""Air conditioning"", ""Security cameras on property"", ""Kitchen"", ""Exercise equipment"", ""Dedicated workspace"", ""Paid parking on premises"", ""TV"", ""Pool"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",238.0,362,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,4
2497,0.89,Geylang,Central Region,1.31219,103.88038,Apartment,Entire home/apt,4,1.0,2.0,"[""Air conditioning"", ""Kitchen"", ""TV"", ""Pool"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",186.0,273,16,4.5,4.5,4.44,4.63,4.5,4.31,4.38,1
2499,0.95,Bukit Merah,Central Region,1.2909,103.83195,Apartment,Entire home/apt,5,2.0,2.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""TV"", ""Toaster"", ""Bathtub"", ""Wifi"", ""Clothing storage"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Pool"", ""Stove"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Smoke alarm"", ""Dining table"", ""Bed linens"", ""Hot water""]",495.0,351,1,3.0,3.0,3.0,5.0,4.0,5.0,4.0,6
2502,0.98,Tanglin,Central Region,1.31555,103.82604,Apartment,Entire home/apt,2,1.0,1.0,"[""Refrigerator"", ""Private gym nearby"", ""Kitchen"", ""Hair dryer"", ""Exercise equipment"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""High chair"", ""Pack \u2019n play/Travel crib"", ""Crib"", ""Free washer \u2013 In unit"", ""Air conditioning"", ""Building staff"", ""Free dryer \u2013 In unit"", ""Free parking on premises"", ""Dishes and silverware"", ""Self check-in"", ""Fire extinguisher"", ""Shampoo"", ""Shared pool"", ""Hot water""]",239.0,0,6,4.83,4.67,4.5,4.67,4.83,4.33,4.33,1
2503,0.95,Queenstown,Central Region,1.30431,103.78495,Apartment,Entire home/apt,6,3.0,3.0,"[""Cooking basics"", ""First aid kit"", ""Refrigerator"", ""Kitchen"", ""Exercise equipment"", ""TV"", ""Bathtub"", ""Wifi"", ""Outdoor dining area"", ""Clothing storage"", ""Long term stays allowed"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Dryer"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Air conditioning"", ""Freezer"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Dining table"", ""Bed linens"", ""Pets allowed"", ""Wine glasses"", ""Hot water"", ""BBQ grill"", ""Washer""]",387.0,177,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
2505,0.94,Bukit Merah,Central Region,1.29049,103.83248,House,Entire home/apt,5,2.0,2.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""TV"", ""Toaster"", ""Bathtub"", ""Wifi"", ""Clothing storage"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Pool"", ""Stove"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Smoke alarm"", ""Dining table"", ""Bed linens"", ""Hot water""]",525.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
2506,0.94,Novena,Central Region,1.31749,103.84582,House,Entire home/apt,5,2.0,2.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""TV"", ""Toaster"", ""Bathtub"", ""Wifi"", ""Clothing storage"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Dryer"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Smoke alarm"", ""Dining table"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""Washer""]",354.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
2507,1.0,River Valley,Central Region,1.29615,103.84074,Apartment,Private room,3,1.0,1.0,"[""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Building staff"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Self check-in"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",168.0,300,17,4.47,4.29,4.82,4.47,4.53,4.71,4.29,8
2508,0.98,Toa Payoh,Central Region,1.337961,103.870148,Apartment,Entire home/apt,4,3.0,4.0,"[""Air conditioning"", ""Kitchen"", ""Exercise equipment"", ""Free parking on premises"", ""TV"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Outdoor dining area"", ""Outdoor shower"", ""Long term stays allowed"", ""Washer""]",600.0,167,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,8
2509,0.92,River Valley,Central Region,1.29662,103.83913,Apartment,Entire home/apt,4,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Microwave"", ""Elevator"", ""Dryer"", ""Stove"", ""Air conditioning"", ""Building staff"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Self check-in"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",239.0,342,8,4.38,4.38,4.5,4.38,4.38,4.25,4.0,10
2510,0.92,River Valley,Central Region,1.29656,103.83844,Apartment,Entire home/apt,3,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Microwave"", ""Elevator"", ""Dryer"", ""Stove"", ""Air conditioning"", ""Building staff"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Self check-in"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",192.0,317,2,4.5,5.0,5.0,5.0,4.0,4.5,5.0,10
2511,0.92,River Valley,Central Region,1.29473,103.8401,Apartment,Private room,3,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Microwave"", ""Elevator"", ""Dryer"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Building staff"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Self check-in"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",153.0,329,11,4.09,4.09,4.18,4.27,4.36,4.45,4.0,10
2512,0.94,Singapore River,Central Region,1.29318,103.84179,Apartment,Entire home/apt,4,2.0,2.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""TV"", ""Bathtub"", ""Wifi"", ""Clothing storage"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Dryer"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Smoke alarm"", ""Dining table"", ""Bed linens"", ""Hot water"", ""Washer""]",429.0,327,3,4.67,5.0,5.0,5.0,5.0,5.0,4.67,6
